SPOT_LABEL	CH1_NBC_INT	CH1_SPOT_AREA	CH1_SPOT_BKGD	CH2_NBC_INT	CH2_SPOT_AREA	CH2_SPOT_BKGD
3923	1.009	8000	0.107	2.692	8000	1.836
3924	0.581	9700	0.107	2.423	9700	1.835
3925	0.261	10300	0.116	2.127	10300	1.839
3926	0.123	9600	0.108	2.168	9600	1.809
3927	1.376	10600	0.128	3.25	10600	1.814
3928	0.155	9500	0.115	2.174	9500	1.795
3929	5.467	11200	0.133	6.489	11200	1.825
3930	0.163	8800	0.154	2.252	8800	1.884
3931	0.55	10100	0.128	2.624	10100	1.955
3932	0.165	9500	0.132	2.259	9500	1.903
3933	0.353	10100	0.156	2.372	10100	1.849
3934	0.234	10100	0.15	2.255	10100	1.889
3935	0.175	10100	0.169	2.149	10100	2.059
3936	0.753	10400	0.167	2.591	10400	2.067
3937	0.223	9500	0.145	2.18	9500	1.944
3938	0.472	10400	0.153	2.593	10400	1.935
3939	1.344	10700	0.146	3.212	10700	1.957
3940	0.361	9300	0.147	2.358	9300	1.933
3941	0.328	10000	0.141	2.338	10000	1.933
3942	0.159	9400	0.168	2.184	9400	1.983
3943	0.155	7900	0.171	2.19	7900	1.965
3944	0.178	8000	0.157	2.193	8000	1.951
3945	0.152	9100	0.16	2.293	9100	1.982
3946	1.423	10500	0.161	3.473	10500	1.958
3947	0.172	9300	0.147	2.239	9300	1.931
3948	2.218	10700	0.145	4.081	10700	2.002
3949	0.818	10300	0.159	2.917	10300	1.987
3950	0.378	9200	0.168	2.421	9200	1.971
3951	0.149	8900	0.196	2.218	8900	2.003
3952	0.201	9800	0.156	2.229	9800	1.983
3953	0.344	9600	0.145	2.407	9600	1.933
3954	0.335	10100	0.129	2.379	10100	1.887
3955	9.771	10700	0.129	9.9	10700	1.843
3956	0.236	9500	0.176	2.131	9500	1.791
3957	2.262	11100	0.159	3.726	11100	1.878
3958	1.558	11200	0.129	3.19	11200	1.87
3959	0.2	6800	0.148	2.048	6800	1.829
3960	0.169	7400	0.16	2.114	7400	1.785
3961	2.343	11100	0.161	4.157	11100	1.812
3962	1.936	11100	0.154	3.639	11100	1.793
3963	2.125	11000	0.145	3.837	11000	1.83
3964	24.448	11200	0.155	20.23	11200	1.892
3965	4.829	11200	0.195	6.109	11200	1.909
3966	4.844	11100	0.144	6.01	11100	1.921
3967	0.275	9900	0.133	2.33	9900	1.905
3968	0.139	10200	0.124	2.407	10200	1.86
3969	0.477	10100	0.123	2.475	10100	1.858
3970	0.505	10700	0.127	2.507	10700	1.907
3971	0.337	10200	0.121	2.428	10200	1.915
3972	0.151	9700	0.121	2.214	9700	1.884
3973	5.976	11100	0.121	6.327	11100	1.876
3974	0.971	10500	0.114	2.773	10500	1.864
3975	0.777	9500	0.112	2.671	9500	1.851
3976	0.14	10000	0.135	2.017	10000	1.797
3977	0.425	10400	0.139	2.312	10400	1.751
3978	0.39	9800	0.122	2.248	9800	1.794
3979	1.936	11100	0.136	3.644	11100	1.867
3980	0.481	9900	0.105	2.525	9900	1.887
3981	0.746	10300	0.129	2.536	10300	1.867
3982	2.046	9800	0.174	3.822	9800	1.881
3983	0.158	7500	0.151	2.085	7500	1.926
3984	3.341	11100	0.155	4.959	11100	2.034
3985	0.269	9800	0.161	2.184	9800	2.054
3986	1.1	10000	0.166	3.065	10000	1.948
3987	2.569	10600	0.15	4.561	10600	1.931
3988	0.16	6300	0.143	2.198	6300	1.913
3989	1.591	11100	0.186	3.615	11100	1.905
3990	0.592	10300	0.175	2.771	10300	1.948
3991	0.953	10600	0.17	3.158	10600	1.97
3992	2.584	11200	0.165	4.143	11200	1.986
3993	0.187	9800	0.158	2.494	9800	1.988
3994	7.469	10900	0.163	8.247	10900	2.012
3995	0.187	10700	0.162	2.249	10700	1.967
3996	0.209	10200	0.142	2.531	10200	1.932
3997	1.531	10900	0.126	3.623	10900	1.954
3998	0.596	10900	0.147	2.824	10900	1.996
3999	0.459	10400	0.139	2.62	10400	1.971
4000	0.209	9200	0.149	2.354	9200	1.958
4001	0.267	10300	0.15	2.687	10300	1.98
4002	0.796	10900	0.138	3.025	10900	1.921
4003	1.529	10500	0.135	3.758	10500	1.88
4004	0.396	10100	0.122	2.586	10100	1.861
4005	0.272	8700	0.128	2.222	8700	1.928
4006	0.147	8000	0.169	1.979	8000	1.939
4007	0.15	10000	0.152	2.085	10000	1.925
4008	0.196	9800	0.152	2.12	9800	1.851
4009	0.162	7300	0.154	2.06	7300	1.795
4010	0.169	9900	0.151	2.044	9900	1.791
4011	0.216	10000	0.162	2.025	10000	1.798
4012	0.147	8300	0.142	2.019	8300	1.799
4013	2.307	10500	0.152	3.79	10500	1.865
4014	1.047	10300	0.195	2.851	10300	1.928
4015	0.968	10500	0.195	2.746	10500	1.929
4016	0.651	9700	0.187	2.521	9700	1.947
4017	0.897	10500	0.149	2.759	10500	1.862
4018	0.544	10000	0.115	2.4	10000	1.862
4019	1.688	10500	0.145	3.21	10500	1.907
4020	0.93	10200	0.135	2.683	10200	1.88
4021	8.166	10400	0.128	8.721	10400	1.914
4022	0.159	8500	0.125	2.117	8500	1.902
4023	0.397	9400	0.125	2.241	9400	1.852
4024	0.123	9500	0.117	2.121	9500	1.851
4025	0.217	10500	0.125	2.411	10500	1.813
4026	1.142	9700	0.111	2.924	9700	1.818
4027	0.191	10400	0.115	3.279	10400	1.832
4028	0.194	9500	0.122	2.274	9500	1.924
4029	2.635	10200	0.109	4.242	10200	1.867
4030	0.474	9100	0.137	2.441	9100	1.856
4031	0.156	8000	0.173	2.144	8000	1.904
4032	0.175	8500	0.14	2.212	8500	1.904
4033	0.744	8300	0.135	2.573	8300	1.955
4034	0.204	9500	0.163	2.245	9500	2.037
4035	1.243	8600	0.18	3.078	8600	2.034
4036	0.193	9700	0.169	2.174	9700	1.901
4037	0.266	8700	0.146	2.366	8700	1.906
4038	2.609	10600	0.158	4.111	10600	1.972
4039	3.517	11100	0.173	4.817	11100	2.012
4040	0.177	8200	0.188	2.224	8200	1.942
4041	0.688	10100	0.156	2.771	10100	1.952
4042	0.243	9800	0.126	2.297	9800	1.988
4043	0.181	9700	0.164	2.204	9700	2.005
4044	0.421	10900	0.198	2.396	10900	1.941
4045	0.395	10100	0.176	2.611	10100	1.94
4046	0.79	10500	0.127	2.8	10500	1.927
4047	0.464	9900	0.14	2.525	9900	1.944
4048	0.303	9700	0.149	2.499	9700	1.959
4049	0.176	9300	0.155	2.239	9300	1.923
4050	0.155	10300	0.141	2.322	10300	1.933
4051	0.226	9000	0.143	2.277	9000	2.008
4052	0.168	7200	0.157	2.121	7200	1.96
4053	0.186	9900	0.121	2.291	9900	1.903
4054	0.153	10600	0.107	2.467	10600	1.904
4055	0.766	11200	0.152	2.852	11200	1.878
4056	1.919	11200	0.152	3.779	11200	1.937
4057	0.689	10800	0.155	2.774	10800	1.908
4058	0.175	10000	0.166	2.317	10000	1.872
4059	0.467	9700	0.151	2.328	9700	1.855
4060	0.151	8000	0.14	1.895	8000	1.801
4061	0.272	8500	0.162	2.307	8500	1.795
4062	0.166	9800	0.165	2.213	9800	1.926
4063	0.151	8500	0.169	2.196	8500	1.91
4064	0.411	9900	0.186	2.586	9900	1.973
4065	0.235	8200	0.187	2.233	8200	1.985
4066	0.162	9400	0.167	2.257	9400	1.952
4067	0.409	9400	0.146	2.35	9400	1.868
4068	0.173	10300	0.156	2.235	10300	1.807
4069	0.859	10200	0.152	2.758	10200	1.82
4070	0.148	8200	0.13	2.029	8200	1.865
4071	2.947	10900	0.116	4.658	10900	1.92
4072	0.147	9700	0.12	2.013	9700	1.9
4073	0.759	10300	0.119	2.492	10300	1.891
4074	0.215	10300	0.101	2.141	10300	1.883
4075	0.23	8500	0.122	2.225	8500	1.872
4076	0.67	9900	0.148	2.492	9900	1.843
4077	0.562	10000	0.143	2.43	10000	1.837
4078	2.732	10300	0.137	4.12	10300	1.83
4079	0.386	9800	0.151	2.259	9800	1.929
4080	0.16	9100	0.156	2.174	9100	1.942
4081	0.36	8800	0.117	2.339	8800	1.908
4082	0.171	9400	0.122	2.189	9400	1.911
4083	0.196	9800	0.161	2.238	9800	1.959
4084	0.164	8000	0.178	2.147	8000	2.036
4085	0.417	9600	0.166	2.559	9600	1.912
4086	0.164	9200	0.159	2.31	9200	1.905
4087	0.318	10700	0.153	2.584	10700	1.966
4088	1.062	10700	0.172	3.346	10700	1.968
4089	1.293	10900	0.188	3.44	10900	1.936
4090	0.218	10500	0.14	2.466	10500	1.952
4091	0.218	9400	0.129	2.419	9400	1.974
4092	0.993	10700	0.169	3.09	10700	1.931
4093	0.154	10300	0.171	2.449	10300	1.919
4094	0.177	9200	0.182	2.168	9200	1.937
4095	0.157	9500	0.166	2.212	9500	1.931
4096	0.198	10300	0.15	2.349	10300	1.915
4097	0.633	10600	0.159	2.673	10600	1.951
4098	0.184	10100	0.149	2.406	10100	2.013
4099	0.467	10700	0.142	2.462	10700	1.98
4100	0.71	10200	0.169	2.776	10200	1.97
4101	0.193	9100	0.171	2.222	9100	1.941
4102	0.144	8800	0.13	2.036	8800	1.938
4103	3.057	10600	0.13	4.336	10600	1.913
4104	0.834	10600	0.163	2.576	10600	1.894
4105	0.169	8000	0.153	2.04	8000	1.897
4106	0.664	9500	0.166	2.527	9500	1.916
4107	0.162	9500	0.193	2.184	9500	1.906
4108	0.334	9700	0.191	2.194	9700	1.873
4109	0.964	10400	0.125	2.749	10400	1.782
4110	0.277	9800	0.156	2.054	9800	1.799
4111	0.137	9100	0.161	2.164	9100	1.911
4112	0.927	9800	0.15	2.681	9800	1.919
4113	2.438	10300	0.156	4.179	10300	1.992
4114	1.959	9500	0.164	3.726	9500	1.946
4115	0.235	9000	0.162	2.085	9000	1.941
4116	0.151	9500	0.15	2.109	9500	1.905
4117	0.132	10000	0.132	2.165	10000	1.826
4118	0.128	7800	0.145	2.048	7800	1.852
4119	1.025	10500	0.141	2.755	10500	1.865
4120	0.143	10100	0.119	2.196	10100	1.889
4121	1.763	10600	0.116	3.944	10600	1.922
4122	0.263	9000	0.123	2.136	9000	1.894
4123	0.174	10400	0.123	2.137	10400	1.757
4124	1.489	11100	0.149	3.306	11100	1.843
4125	0.145	9100	0.155	2.343	9100	1.837
4126	1.377	10900	0.146	3.2	10900	1.808
4127	0.151	7900	0.151	2.194	7900	1.841
4128	1.444	9400	0.175	3.431	9400	1.861
4129	1.927	11200	0.173	3.925	11200	1.937
4130	0.142	9600	0.152	2.227	9600	1.98
4131	0.184	9500	0.149	2.328	9500	1.956
4132	0.149	10200	0.174	2.481	10200	1.93
4133	262.512	10000	0.214	207.192	10000	1.951
4134	115.701	8800	0.214	105.555	8800	1.935
4135	49.638	9100	0.187	49.832	9100	1.935
4136	29.761	9600	0.181	26.133	9600	2.009
4137	15.026	10500	0.173	13.537	10500	1.995
4138	2.058	7500	0.167	3.793	7500	1.938
4139	1.2	8600	0.147	2.957	8600	1.99
4140	0.507	9100	0.147	2.471	9100	1.981
4141	0.304	5800	0.165	2.261	5800	1.929
4142	0.237	9500	0.179	2.123	9500	1.944
4143	9.926	10100	0.187	80.971	10100	1.996
4144	0.198	6800	0.187	2.392	6800	1.986
4145	2.833	10300	0.169	8.529	10300	1.926
4146	2.184	9600	0.156	2.959	9600	2.022
4147	35.021	10700	0.158	77.608	10700	2.025
4148	56.628	10200	0.159	18.234	10200	1.966
4149	1.502	10800	0.153	3.384	10800	1.94
4150	0.645	10700	0.172	2.649	10700	1.941
4151	0.916	11200	0.154	2.87	11200	1.941
4152	0.154	7300	0.134	2.097	7300	1.953
4153	0.472	9300	0.171	2.307	9300	1.932
4154	0.88	10600	0.187	2.732	10600	1.902
4155	0.359	10500	0.171	2.303	10500	1.924
4156	0.379	9200	0.176	2.197	9200	1.917
4157	0.163	8000	0.148	1.867	8000	1.828
4158	0.154	8000	0.113	1.865	8000	1.804
4159	0.147	8000	0.146	1.848	8000	1.866
4160	0.158	9700	0.162	1.898	9700	1.908
4161	0.162	7900	0.147	1.943	7900	1.931
4162	0.173	8000	0.145	1.987	8000	1.949
4163	0.176	3800	0.136	1.911	3800	1.916
4164	0.161	9100	0.159	1.918	9100	1.865
4165	0.142	8000	0.141	1.89	8000	1.881
4166	0.487	8200	0.104	2.69	8200	1.859
4167	0.156	8200	0.108	2.193	8200	1.864
4168	0.154	10200	0.12	2.721	10200	1.903
4169	0.136	9100	0.124	2.54	9100	1.872
4170	1.14	9100	0.126	3.242	9100	1.859
4171	0.472	9700	0.13	3.028	9700	1.875
4172	0.159	10100	0.141	2.698	10100	1.88
4173	0.414	8600	0.161	2.751	8600	1.894
4174	1.474	9100	0.187	4.196	9100	1.881
4175	3.976	8800	0.178	5.785	8800	1.89
4176	0.167	8100	0.143	2.849	8100	1.889
4177	0.357	8900	0.148	3.131	8900	1.95
4178	0.658	7100	0.157	3.222	7100	2.041
4179	1.197	7600	0.157	3.717	7600	2.057
4180	0.331	7300	0.139	2.872	7300	1.999
4181	0.254	8100	0.135	2.997	8100	1.979
4182	0.161	7800	0.146	3.075	7800	1.964
4183	0.16	6800	0.143	2.537	6800	2.03
4184	1.444	7300	0.163	3.766	7300	1.987
4185	11.76	9100	0.178	12.102	9100	1.958
4186	0.239	8600	0.172	2.741	8600	1.916
4187	0.188	6900	0.149	2.803	6900	1.975
4188	3.995	7800	0.159	6.074	7800	2.073
4189	0.359	7300	0.147	2.903	7300	2.017
4190	12.706	8800	0.147	12.94	8800	2.002
4191	1.367	8800	0.169	3.854	8800	1.996
4192	3.721	9300	0.173	5.671	9300	1.981
4193	20.083	9400	0.15	20.012	9400	1.973
4194	0.235	6800	0.139	2.694	6800	1.994
4195	0.945	8000	0.133	3.36	8000	1.987
4196	0.162	7600	0.144	2.698	7600	1.973
4197	0.321	7800	0.13	2.869	7800	2.007
4198	0.147	8900	0.123	2.898	8900	1.947
4199	0.19	8300	0.13	2.597	8300	1.889
4200	0.384	8700	0.143	2.983	8700	1.907
4201	2.08	9200	0.144	4.248	9200	1.891
4202	1.483	8600	0.133	4.005	8600	1.877
4203	0.194	7600	0.138	2.556	7600	1.904
4204	0.188	8000	0.14	2.536	8000	1.941
4205	4.838	9500	0.146	6.557	9500	1.909
4206	2.791	8600	0.155	4.691	8600	1.894
4207	0.784	8000	0.139	3.083	8000	1.886
4208	1.96	8300	0.131	4.068	8300	1.841
4209	9.937	8400	0.128	10.447	8400	1.897
4210	1.852	8100	0.132	4.021	8100	1.934
4211	0.881	8300	0.151	3.53	8300	1.924
4212	0.852	8700	0.146	3.374	8700	1.898
4213	0.142	8000	0.12	2.556	8000	1.86
4214	0.323	7200	0.122	2.932	7200	1.804
4215	0.725	7500	0.118	3.037	7500	1.909
4216	0.242	5700	0.098	2.497	5700	1.902
4217	0.872	7200	0.116	3.008	7200	1.895
4218	0.126	6700	0.13	2.441	6700	1.886
4219	0.204	6200	0.124	2.395	6200	1.875
4220	0.18	7400	0.124	2.207	7400	1.879
4221	0.99	7500	0.143	3.149	7500	1.875
4222	0.153	7900	0.145	2.058	7900	1.868
4223	0.164	9200	0.134	2.136	9200	1.866
4224	0.584	6700	0.135	2.658	6700	1.883
4225	4.09	8500	0.127	5.843	8500	1.927
4226	0.21	7300	0.125	2.297	7300	1.942
4227	0.237	5800	0.159	2.569	5800	1.954
4228	0.458	6300	0.177	2.575	6300	2.023
4229	0.359	6400	0.131	2.637	6400	2.034
4230	1.477	9400	0.151	4.045	9400	1.967
4231	1.749	9100	0.165	4.143	9100	1.952
4232	10.514	9300	0.149	11.638	9300	1.987
4233	2.519	9400	0.168	4.895	9400	1.961
4234	2.085	9700	0.177	4.558	9700	1.96
4235	6.613	10100	0.176	9.342	10100	1.972
4236	0.341	7800	0.145	3.072	7800	1.988
4237	1.134	9300	0.158	3.827	9300	2.002
4238	0.154	7400	0.169	2.686	7400	1.967
4239	0.294	6800	0.163	2.839	6800	2.032
4240	0.154	8400	0.169	2.929	8400	2.029
4241	0.184	8600	0.163	2.558	8600	1.976
4242	0.837	9300	0.143	3.556	9300	1.992
4243	1.113	9100	0.139	10.815	9100	2.011
4244	0.232	9300	0.138	3.018	9300	1.973
4245	0.397	9000	0.136	2.953	9000	1.955
4246	1.112	3800	0.121	3.117	3800	1.975
4247	0.739	6600	0.128	3.128	6600	1.964
4248	0.189	6500	0.143	2.391	6500	1.94
4249	0.505	8000	0.151	3.031	8000	1.934
4250	0.168	8400	0.139	2.516	8400	1.878
4251	0.193	7500	0.135	2.651	7500	1.868
4252	0.138	8000	0.138	1.945	8000	1.86
4253	0.156	10300	0.135	2.137	10300	1.904
4254	23.354	9600	0.143	21.061	9600	1.881
4255	0.15	8700	0.152	2.475	8700	1.875
4256	3.334	8300	0.134	4.853	8300	1.877
4257	1.93	8100	0.141	3.988	8100	1.879
4258	0.312	5900	0.148	2.421	5900	1.924
4259	12.174	8900	0.158	12.628	8900	1.986
4260	5.33	8500	0.159	6.438	8500	1.937
4261	0.184	6700	0.156	2.243	6700	1.895
4262	0.212	8300	0.141	2.687	8300	1.858
4263	0.149	8700	0.141	2.408	8700	1.783
4264	0.146	8900	0.106	2.578	8900	1.907
4265	0.59	8900	0.103	2.999	8900	1.895
4266	0.42	8800	0.112	2.816	8800	1.874
4267	0.134	8300	0.117	2.426	8300	1.886
4268	0.141	8600	0.122	2.384	8600	1.883
4269	0.393	9400	0.134	2.92	9400	1.869
4270	0.563	8700	0.148	2.773	8700	1.852
4271	0.506	9600	0.136	2.75	9600	1.88
4272	0.221	8700	0.12	2.589	8700	1.865
4273	4.7	10000	0.143	5.808	10000	1.836
4274	0.152	7200	0.134	2.42	7200	1.945
4275	0.316	7600	0.136	2.665	7600	1.948
4276	4.801	9900	0.146	7.601	9900	1.936
4277	0.172	8900	0.157	2.689	8900	1.999
4278	1.223	8200	0.12	3.486	8200	2.047
4279	0.272	6300	0.139	2.615	6300	2.035
4280	0.139	6700	0.171	2.402	6700	1.994
4281	0.186	7600	0.178	2.448	7600	2.037
4282	1.41	8500	0.166	3.906	8500	1.965
4283	0.522	7000	0.149	2.862	7000	1.962
4284	0.788	6200	0.183	3.066	6200	1.965
4285	0.154	7900	0.156	2.505	7900	1.959
4286	0.181	8000	0.152	2.66	8000	1.959
4287	0.199	7700	0.153	2.678	7700	1.952
4288	1.211	8600	0.137	3.389	8600	1.954
4289	0.164	10100	0.13	2.318	10100	1.969
4290	6.438	9400	0.147	7.419	9400	1.992
4291	11.354	9500	0.161	12.159	9500	1.971
4292	0.241	7800	0.137	2.376	7800	1.981
4293	0.922	6600	0.133	3.217	6600	1.947
4294	0.147	8800	0.139	2.637	8800	1.936
4295	0.164	9800	0.139	2.286	9800	1.962
4296	0.178	7800	0.179	2.556	7800	1.94
4297	0.142	10100	0.18	2.571	10100	1.953
4298	0.151	8800	0.163	2.471	8800	1.939
4299	0.146	7700	0.138	2.343	7700	1.934
4300	0.252	9000	0.111	2.457	9000	1.87
4301	1.864	8600	0.136	4.18	8600	1.874
4302	0.588	7000	0.141	2.731	7000	1.908
4303	0.15	8800	0.144	2.311	8800	1.872
4304	0.152	9700	0.153	2.637	9700	1.886
4305	0.139	8600	0.153	2.677	8600	1.904
4306	0.244	8900	0.148	2.434	8900	1.917
4307	0.995	8800	0.156	3.141	8800	1.97
4308	0.161	9300	0.155	2.926	9300	2.028
4309	0.166	7900	0.15	2.518	7900	1.995
4310	0.164	8500	0.145	2.556	8500	1.892
4311	0.555	6900	0.145	2.651	6900	1.847
4312	0.204	8300	0.146	2.421	8300	1.791
4313	1.118	7800	0.132	3.172	7800	1.874
4314	0.151	8500	0.117	2.204	8500	1.866
4315	0.262	8100	0.125	2.481	8100	1.873
4316	0.226	7500	0.125	2.501	7500	1.877
4317	5.909	9900	0.147	7.154	9900	1.902
4318	1.182	8500	0.151	3.078	8500	1.901
4319	0.559	7100	0.152	2.383	7100	1.833
4320	0.5	7400	0.14	2.394	7400	1.841
4321	0.443	7100	0.12	2.436	7100	1.818
4322	1.171	8700	0.142	3.178	8700	1.832
4323	4.034	9500	0.193	6.299	9500	1.935
4324	1.793	8700	0.177	4.032	8700	1.96
4325	0.158	8300	0.145	2.383	8300	1.974
4326	0.157	9700	0.146	2.518	9700	1.898
4327	0.19	9700	0.174	2.507	9700	1.911
4328	0.136	8200	0.162	2.472	8200	1.987
4329	0.159	8900	0.176	2.764	8900	1.994
4330	0.155	8200	0.192	2.689	8200	2.008
4331	0.186	8500	0.164	2.578	8500	1.905
4332	0.146	8400	0.149	2.643	8400	1.906
4333	0.149	8700	0.158	2.512	8700	1.947
4334	2.887	10400	0.174	4.724	10400	1.913
4335	0.152	9300	0.159	2.523	9300	2.015
4336	0.178	9200	0.14	2.739	9200	1.976
4337	0.161	8600	0.122	2.634	8600	1.94
4338	0.742	9400	0.119	3.121	9400	1.967
4339	0.154	6800	0.146	2.297	6800	1.98
4340	0.166	9400	0.153	2.756	9400	1.971
4341	1.338	7400	0.146	3.175	7400	1.965
4342	0.18	6600	0.142	2.358	6600	1.983
4343	0.157	9200	0.164	2.175	9200	1.977
4344	2.194	9200	0.149	3.968	9200	1.928
4345	0.459	7300	0.149	2.764	7300	1.923
4346	0.135	8500	0.152	2.291	8500	1.923
4347	0.148	8100	0.148	2.17	8100	1.913
4348	0.575	7400	0.141	2.65	7400	1.931
4349	0.164	9600	0.112	2.245	9600	1.906
4350	0.288	9500	0.12	2.396	9500	1.866
4351	2.771	9400	0.123	4.302	9400	1.849
4352	0.208	9200	0.139	2.355	9200	1.893
4353	0.2	8000	0.151	2.293	8000	1.881
4354	0.382	9300	0.161	2.43	9300	1.847
4355	2.048	9300	0.143	3.753	9300	1.919
4356	0.337	8000	0.146	2.377	8000	1.936
4357	0.27	6100	0.145	2.391	6100	1.963
4358	1.118	9700	0.144	3.466	9700	1.95
4359	0.557	9800	0.146	3.014	9800	1.895
4360	5.33	9500	0.168	6.375	9500	1.849
4361	0.494	9100	0.16	2.976	9100	1.793
4362	0.348	9200	0.124	2.54	9200	1.856
4363	0.14	10400	0.124	2.316	10400	1.829
4364	1.718	9300	0.131	3.689	9300	1.864
4365	1.713	10100	0.152	3.463	10100	1.877
4366	2.463	10600	0.157	4.599	10600	1.865
4367	2.662	10300	0.161	3.974	10300	1.89
4368	0.315	9700	0.173	2.434	9700	1.854
4369	0.2	9400	0.151	2.468	9400	1.843
4370	0.251	8000	0.134	2.351	8000	1.85
4371	4.932	10500	0.147	6.867	10500	1.881
4372	0.234	7200	0.191	2.546	7200	1.876
4373	0.207	9400	0.191	2.499	9400	1.938
4374	0.224	7700	0.158	2.402	7700	1.972
4375	17.314	9600	0.141	16.59	9600	1.89
4376	0.296	6600	0.187	2.446	6600	1.911
4377	0.202	8000	0.168	2.424	8000	1.944
4378	0.17	8500	0.143	2.366	8500	1.952
4379	0.487	7700	0.155	2.66	7700	1.905
4380	1.027	8700	0.168	3.207	8700	1.89
4381	0.417	8600	0.162	2.603	8600	1.901
4382	0.238	4900	0.162	2.262	4900	1.916
4383	0.63	8200	0.168	2.735	8200	1.985
4384	0.369	8900	0.166	2.569	8900	2.015
4385	0.927	8900	0.152	3.117	8900	2.017
4386	0.857	4000	0.137	2.667	4000	2.024
4387	0.171	8000	0.152	2.178	8000	2.051
4388	2.638	9000	0.146	4.428	9000	2.031
4389	0.273	7600	0.136	2.251	7600	1.955
4390	0.429	9800	0.147	2.607	9800	1.925
4391	1.516	10100	0.151	3.952	10100	1.925
4392	0.147	8900	0.163	2.328	8900	2.018
4393	1.32	10500	0.153	3.584	10500	1.919
4394	0.194	9600	0.149	2.521	9600	1.902
4395	0.276	9100	0.122	2.529	9100	1.896
4396	0.157	9800	0.141	2.424	9800	1.866
4397	0.892	10500	0.14	3.047	10500	1.858
4398	5.098	9900	0.117	6.196	9900	1.881
4399	0.783	9900	0.117	3.259	9900	1.801
4400	0.155	9500	0.131	2.151	9500	1.795
4401	1.371	10300	0.147	3.269	10300	1.888
4402	0.147	8900	0.159	2.262	8900	1.829
4403	0.642	9400	0.157	2.911	9400	1.803
4404	0.125	8000	0.148	2.249	8000	1.848
4405	0.137	7900	0.153	2.247	7900	1.883
4406	0.207	6900	0.155	2.301	6900	1.939
4407	0.484	8200	0.154	2.548	8200	1.954
4408	0.196	8500	0.16	2.127	8500	1.901
4409	1.504	6800	0.169	3.207	6800	1.879
4410	0.23	9100	0.146	2.241	9100	1.818
4411	0.182	7300	0.107	2.28	7300	1.878
4412	2.34	9600	0.118	4.094	9600	1.862
4413	0.689	8200	0.12	2.587	8200	1.849
4414	1.082	8800	0.127	3.006	8800	1.871
4415	0.155	8100	0.157	2.137	8100	1.853
4416	4.592	9600	0.175	6.033	9600	1.787
4417	0.697	8900	0.164	2.748	8900	1.806
4418	0.482	8000	0.148	2.407	8000	1.865
4419	0.142	9100	0.166	2.274	9100	1.874
4420	0.14	8000	0.17	2.153	8000	1.889
4421	11.511	7400	0.177	12.323	7400	1.868
4422	4.361	9800	0.173	6.73	9800	1.964
4423	0.196	8900	0.144	2.374	8900	1.978
4424	0.348	8300	0.14	2.458	8300	1.943
4425	0.23	9400	0.153	2.669	9400	1.967
4426	0.223	8600	0.15	2.354	8600	1.945
4427	3.493	9800	0.127	5.783	9800	1.952
4428	0.276	10200	0.155	2.595	10200	1.942
4429	0.149	8900	0.173	2.468	8900	1.938
4430	0.2	9900	0.169	2.516	9900	1.908
4431	0.155	10300	0.163	2.451	10300	1.89
4432	0.4	9300	0.161	2.773	9300	2.005
4433	0.153	8500	0.114	2.259	8500	2.005
4434	0.174	8900	0.12	2.374	8900	2.001
4435	0.158	9300	0.137	2.349	9300	1.985
4436	0.15	10200	0.141	2.307	10200	2.019
4437	0.189	9600	0.141	2.572	9600	2.019
4438	0.195	9000	0.148	2.359	9000	1.945
4439	0.239	8400	0.172	2.379	8400	1.919
4440	0.933	9800	0.152	3.017	9800	1.884
4441	0.183	9200	0.164	2.352	9200	1.944
4442	0.174	9000	0.164	2.345	9000	1.931
4443	0.366	8100	0.144	2.441	8100	1.894
4444	0.895	8300	0.143	2.978	8300	1.922
4445	1.508	8400	0.153	3.569	8400	1.883
4446	0.164	8800	0.146	2.094	8800	1.847
4447	0.16	8700	0.131	1.934	8700	1.892
4448	0.155	9000	0.128	2.161	9000	1.892
4449	0.679	6500	0.134	2.518	6500	1.865
4450	0.15	8000	0.144	2.03	8000	1.874
4451	1.189	9100	0.153	3.301	9100	1.881
4452	0.166	9000	0.139	2.117	9000	1.868
4453	0.87	9000	0.159	2.884	9000	1.864
4454	0.157	9800	0.163	2.348	9800	1.88
4455	0.54	9600	0.138	3.021	9600	1.96
4456	0.282	9500	0.152	2.629	9500	1.954
4457	0.428	9100	0.167	2.575	9100	1.877
4458	0.759	9700	0.186	2.684	9700	1.824
4459	0.217	8300	0.149	2.322	8300	1.824
4460	0.743	9100	0.129	3.002	9100	1.891
4461	0.173	10400	0.141	2.62	10400	1.886
4462	0.189	9600	0.154	2.442	9600	1.849
4463	0.192	7400	0.117	2.378	7400	1.849
4464	0.125	10100	0.119	2.406	10100	1.895
4465	0.193	9500	0.146	2.166	9500	1.779
4466	0.134	9400	0.122	2.355	9400	1.784
4467	17.203	11100	0.149	17.134	11100	1.84
4468	0.208	8000	0.188	2.126	8000	1.85
4469	1.256	9200	0.168	3.132	9200	1.858
4470	0.181	8500	0.152	2.099	8500	1.88
4471	0.983	8400	0.154	3.111	8400	1.921
4472	0.162	8700	0.141	2.307	8700	1.936
4473	0.366	8100	0.144	2.604	8100	1.923
4474	0.444	8200	0.168	2.732	8200	1.943
4475	0.142	9500	0.149	2.198	9500	1.988
4476	0.824	8700	0.146	2.856	8700	1.989
4477	0.317	7800	0.148	2.478	7800	1.99
4478	0.167	9100	0.129	2.172	9100	1.958
