SPOT_LABEL	CLONE_ID	SOURCE_CLONE_ID	ORIGIN
18615	218670	CATMA4a32150	UTRECHT
18616	218694	CATMA4a32170	UTRECHT
18617	218671	CATMA4a32240	UTRECHT
18618	218695	CATMA4a32260	UTRECHT
18619	218718	CATMA4a32190	UTRECHT
18620	218647	CATMA4a32210	UTRECHT
18621	218719	CATMA4a32280	UTRECHT
18622	218648	CATMA4a32300	UTRECHT
18623	219140	CATMA1a15560	MADRID
18624	219164	CATMA1a15590	MADRID
18625	219141	CATMA1a15660	MADRID
18626	219165	CATMA1a15680	MADRID
18627	219188	CATMA1a15620	MADRID
18628	219212	CATMA1a15640	MADRID
18629	219189	CATMA1a15700	MADRID
18630	219213	CATMA1a15730	MADRID
18631	218305	CATMA3a48230	MAF
18632	218329	CATMA3a48250	MAF
18633	218318	CATMA3a48350	MAF
18634	218342	CATMA3a48363	MAF
18635	218258	CATMA3a48280	MAF
18636	218282	CATMA3a48320	MAF
18637	218271	CATMA3a48370	MAF
18638	218295	CATMA3a48380	MAF
18639	218822	CATMA4a39720	FR(INRA)
18640	218751	CATMA4a39740	FR(INRA)
18641	218823	CATMA4a39840	FR(INRA)
18642	218752	CATMA4a39860	FR(INRA)
18643	218775	CATMA4a39755	FR(INRA)
18644	218799	CATMA4a39770	FR(INRA)
18645	218776	CATMA4a39880	FR(INRA)
18646	218800	CATMA4a39900	FR(INRA)
18647	219562	CATMA1a38610	FR(INRA)
18648	219586	CATMA1a38660	FR(INRA)
18649	219587	CATMA1a38850	FR(INRA)
18650	219516	CATMA1a38880	FR(INRA)
18651	219515	CATMA1a38760	FR(INRA)
18652	219551	CATMA1a38800	FR(INRA)
18653	219540	CATMA1a38940	FR(INRA)
18654	219576	CATMA1a39020	FR(INRA)
18655	219961	CATMA1a58460	MADRID
18656	219890	CATMA1a58475	MADRID
18657	219891	CATMA1a58540	MADRID
18658	219915	CATMA1a58560	MADRID
18659	219938	CATMA1a58496	MADRID
18660	219962	CATMA1a58520	MADRID
18661	219939	CATMA1a58570	MADRID
18662	219963	CATMA1a58590	MADRID
18663	219054	CATMA1a10760	LAUSANNE
18664	219078	CATMA1a10780	LAUSANNE
18665	219103	CATMA1a10900	LAUSANNE
18666	219032	CATMA1a10920	LAUSANNE
18667	219102	CATMA1a10810	LAUSANNE
18668	219043	CATMA1a10850	LAUSANNE
18669	219056	CATMA1a10940	LAUSANNE
18670	219080	CATMA1a10970	LAUSANNE
18671	219488	CATMA1a30620	BERLIN
18672	219429	CATMA1a30690	BERLIN
18673	219501	CATMA1a30760	BERLIN
18674	219430	CATMA1a30780	BERLIN
18675	219453	CATMA1a30710	BERLIN
18676	219477	CATMA1a30730	BERLIN
18677	219454	CATMA1a30800	BERLIN
18678	219478	CATMA1a30850	BERLIN
18679	220238	CATMA5ctrl09	UK(HRI)
18680	220262	CATMA5ctrl11	UK(HRI)
18681	220239	CATMA5ctrl18	UK(HRI)
18682	220263	CATMA5ctrl20	UK(HRI)
18683	220191	CATMA5ctrl14	UK(HRI)
18684	220215	CATMA5ctrl16	UK(HRI)
18685	220192	CATMA5ctrl22	UK(HRI)
18686	220216	CATMA5ctrl24	UK(HRI)
18687	220373	CATMA5a08690	LAUSANNE
18688	220397	CATMA5a08710	LAUSANNE
18689	220386	CATMA5a08790	LAUSANNE
18690	220410	CATMA5a08820	LAUSANNE
18691	220421	CATMA5a08750	LAUSANNE
18692	220445	CATMA5a08770	LAUSANNE
18693	220434	CATMA5a08840	LAUSANNE
18694	220458	CATMA5a08860	LAUSANNE
18695	250001	cYIR01	APB
18696	250002	cYIR02	APB
18697	250003	cYIR03	APB
18698	250004	cYIR04	APB
18699	250005	cYIR05	APB
18700	250006	cYIR06	APB
18701	250007	cYIR07	APB
18702	250008	cYIR08	APB
18703	250009	cYIR09	APB
18704	250010	cYIR10	APB
18705	250021	uYIR3	APB
18706	250022	nYIR1	APB
18707	250015	rYIR5	APB
18708	250016	rYIR6	APB
18709	250017	rYIR7	APB
18710	250018	rYIR8	APB
18711	220091	CATMA1a68060	MAF
18712	220139	CATMA1a68090	MAF
18713	220152	CATMA1a68170	MAF
18714	220176	CATMA1a68190	MAF
18715	220092	CATMA1a68125	MAF
18716	220128	CATMA1a68150	MAF
18717	220477	CATMA5a12630	MADRID
18718	220501	CATMA5a12650	MADRID
18719	220837	CATMA5a29920	MAF
18720	220766	CATMA5a30000	MAF
18721	220755	CATMA5a30270	MAF
18722	220779	CATMA5a30320	MAF
18723	220790	CATMA5a30200	MAF
18724	220826	CATMA5a30230	MAF
18725	220803	CATMA5a30350	MAF
18726	220827	CATMA5a30370	MAF
18727	220938	CATMA5a37410	UK(HRI)
18728	220867	CATMA5a37430	UK(HRI)
18729	220939	CATMA5a37510	UK(HRI)
18730	220868	CATMA5a37540	UK(HRI)
18731	220891	CATMA5a37470	UK(HRI)
18732	220915	CATMA5a37490	UK(HRI)
18733	220904	CATMA5a37580	UK(HRI)
18734	220928	CATMA5a37600	UK(HRI)
18735	221062	CATMA5a47050	LAUSANNE
18736	221086	CATMA5a47070	LAUSANNE
18737	221075	CATMA5a47150	LAUSANNE
18738	221099	CATMA5a47170	LAUSANNE
18739	221122	CATMA5a47100	LAUSANNE
18740	221051	CATMA5a47120	LAUSANNE
18741	221123	CATMA5a47200	LAUSANNE
18742	221064	CATMA5a47230	LAUSANNE
18743	222292	CATMA2a03370	MAF
18744	222316	CATMA2a03410	MAF
18745	222329	CATMA2a03550	MAF
18746	222365	CATMA2a03610	MAF
18747	222376	CATMA2a03500	MAF
18748	222305	CATMA2a03530	MAF
18749	222294	CATMA2a03670	MAF
18750	222342	CATMA2a03750	MAF
18751	223044	CATMA2a44715	MAF
18752	223357	CATMA4a19100	LAUSANNE
18753	223358	CATMA4a19180	LAUSANNE
18754	223382	CATMA4a19200	LAUSANNE
18755	223393	CATMA4a19130	LAUSANNE
18756	223429	CATMA4a19160	LAUSANNE
18757	223406	CATMA4a19240	LAUSANNE
18758	223430	CATMA4a19280	LAUSANNE
18759	221315	CATMA5a55990	BERLIN
18760	221244	CATMA5a56010	BERLIN
18761	221328	CATMA5a56090	BERLIN
18762	222493	CATMA2a18380	UK(HRI)
18763	221268	CATMA5a56030	BERLIN
18764	221292	CATMA5a56050	BERLIN
18765	222517	CATMA2a18440	UK(HRI)
18766	222541	CATMA2a18470	UK(HRI)
18767	222677	CATMA2a29210	LAUSANNE
18768	222701	CATMA2a29240	LAUSANNE
18769	222714	CATMA2a29410	LAUSANNE
18770	222762	CATMA2a29440	LAUSANNE
18771	222749	CATMA2a29340	LAUSANNE
18772	222690	CATMA2a29380	LAUSANNE
18773	222703	CATMA2a29470	LAUSANNE
18774	222727	CATMA2a29490	LAUSANNE
18775	223670	CATMA3a10890	LAUSANNE
18776	223706	CATMA3a10930	LAUSANNE
18777	223683	CATMA3a11000	LAUSANNE
18778	223719	CATMA3a11030	LAUSANNE
18779	223635	CATMA3a10955	LAUSANNE
18780	223659	CATMA3a10970	LAUSANNE
18781	223648	CATMA3a11050	LAUSANNE
18782	223672	CATMA3a11070	LAUSANNE
18783	224452	CATMA3a49620	MAF
18784	224476	CATMA3a49640	MAF
18785	224453	CATMA3a49710	MAF
18786	224477	CATMA3a49750	MAF
18787	224405	CATMA3a49670	MAF
18788	224429	CATMA3a49690	MAF
18789	224406	CATMA3a49790	MAF
18790	224430	CATMA3a49810	MAF
18791	222945	CATMA2a39430	FR(INRA)
18792	222898	CATMA2a39475	FR(INRA)
18793	222923	CATMA2a39570	FR(INRA)
18794	222947	CATMA2a39590	FR(INRA)
18795	222958	CATMA2a39520	FR(INRA)
18796	222887	CATMA2a39550	FR(INRA)
18797	222888	CATMA2a39620	FR(INRA)
18798	222912	CATMA2a39650	FR(INRA)
18799	223340	CATMA3a07140	UTRECHT
18800	223293	CATMA3a07190	UTRECHT
18801	223342	CATMA3a07310	UTRECHT
18802	223343	CATMA3a07390	UTRECHT
18803	223270	CATMA3a07250	UTRECHT
18804	223306	CATMA3a07280	UTRECHT
18805	223344	CATMA3a07490	UTRECHT
18806	223453	CATMA4a24380	MADRID
18807	224657	CATMA4a09050	LAUSANNE
18808	224681	CATMA4a09100	LAUSANNE
18809	224670	CATMA4a09325	LAUSANNE
18810	224599	CATMA4a09340	LAUSANNE
18811	224622	CATMA4a09140	LAUSANNE
18812	224646	CATMA4a09160	LAUSANNE
18813	224623	CATMA4a09370	LAUSANNE
18814	224647	CATMA4a09390	LAUSANNE
18815	224995	CATMA1a03500	UK(HRI)
18816	225019	CATMA1a03525	UK(HRI)
18817	225008	CATMA1a03590	UK(HRI)
18818	225044	CATMA1a03630	UK(HRI)
18819	225043	CATMA1a03540	UK(HRI)
18820	224984	CATMA1a03570	UK(HRI)
18821	225068	CATMA1a03650	UK(HRI)
18822	224997	CATMA1a03670	UK(HRI)
18823	223788	CATMA4a38170	BERLIN
18824	223812	CATMA4a38190	BERLIN
18825	223873	CATMA3a15310	MADRID
18826	223909	CATMA3a15350	MADRID
18827	223825	CATMA3a15270	MADRID
18828	223849	CATMA3a15290	MADRID
18829	223838	CATMA3a15370	MADRID
18830	223862	CATMA3a15390	MADRID
18831	224137	CATMA3a30320	BERLIN
18832	224161	CATMA3a30390	BERLIN
18833	224138	CATMA3a30620	BERLIN
18834	224162	CATMA3a30640	BERLIN
18835	224185	CATMA3a30560	BERLIN
18836	224114	CATMA3a30600	BERLIN
18837	224198	CATMA3a30840	BERLIN
18838	224139	CATMA3a30900	BERLIN
18839	225490	CATMA1a26550	MAF
18840	225514	CATMA1a26570	MAF
18841	225503	CATMA1a26690	MAF
18842	225527	CATMA1a26720	MAF
18843	225538	CATMA1a26600	MAF
18844	225467	CATMA1a26620	MAF
18845	225551	CATMA1a26740	MAF
18846	225480	CATMA1a26770	MAF
18847	226129	CATMA1a63880	FR(INRA)
18848	226153	CATMA1a63900	FR(INRA)
18849	226130	CATMA1a63970	FR(INRA)
18850	226166	CATMA1a64000	FR(INRA)
18851	226177	CATMA1a63925	FR(INRA)
18852	226201	CATMA1a63940	FR(INRA)
18853	226190	CATMA1a64020	FR(INRA)
18854	226214	CATMA1a64040	FR(INRA)
18855	224390	CATMA3a45170	UTRECHT
18856	224331	CATMA3a45200	UTRECHT
18857	224308	CATMA3a45260	UTRECHT
18858	224332	CATMA3a45280	UTRECHT
18859	224355	CATMA3a45220	UTRECHT
18860	224379	CATMA3a45240	UTRECHT
18861	224368	CATMA3a45310	UTRECHT
18862	224392	CATMA3a45330	UTRECHT
18863	224885	CATMA4a40810	FR(INRA)
18864	224909	CATMA4a40830	FR(INRA)
18865	224886	CATMA4a40910	FR(INRA)
18866	224910	CATMA4a40930	FR(INRA)
18867	224933	CATMA4a40850	FR(INRA)
18868	224957	CATMA4a40890	FR(INRA)
18869	224934	CATMA4a40950	FR(INRA)
18870	224958	CATMA4a40970	FR(INRA)
18871	226371	CATMA5a00990	UK(HRI)
18872	226395	CATMA5a01010	UK(HRI)
18873	226372	CATMA5a01070	UK(HRI)
18874	226396	CATMA5a01090	UK(HRI)
18875	226324	CATMA5a01030	UK(HRI)
18876	226348	CATMA5a01050	UK(HRI)
18877	226325	CATMA5a01120	UK(HRI)
18878	226349	CATMA5a01140	UK(HRI)
18879	226949	CATMA5a32680	MAF
18880	226973	CATMA5a32740	MAF
18881	226950	CATMA5a32830	MAF
18882	226974	CATMA5a32850	MAF
18883	226902	CATMA5a32780	MAF
18884	226926	CATMA5a32810	MAF
18885	226903	CATMA5a32870	MAF
18886	226927	CATMA5a32890	MAF
18887	225283	CATMA1a16640	MADRID
18888	225307	CATMA1a16660	MADRID
18889	225296	CATMA1a16730	MADRID
18890	225320	CATMA1a16750	MADRID
18891	225331	CATMA1a16680	MADRID
18892	225355	CATMA1a16700	MADRID
18893	225344	CATMA1a16780	MADRID
18894	225273	CATMA1a16820	MADRID
18895	225564	CATMA1a32490	BERLIN
18896	225588	CATMA1a32510	BERLIN
18897	225649	CATMA1a39070	FR(INRA)
18898	225673	CATMA1a39090	FR(INRA)
18899	225612	CATMA1a32540	BERLIN
18900	225636	CATMA1a32570	BERLIN
18901	225697	CATMA1a39120	FR(INRA)
18902	225721	CATMA1a39140	FR(INRA)
18903	227227	CATMA5a47910	LAUSANNE
18904	227251	CATMA5a47930	LAUSANNE
18905	227228	CATMA5a47990	LAUSANNE
18906	227252	CATMA5a48010	LAUSANNE
18907	227275	CATMA5a47960	LAUSANNE
18908	227204	CATMA5a47980	LAUSANNE
18909	227193	CATMA5a48060	LAUSANNE
18910	227217	CATMA5a48090	LAUSANNE
18911	227517	CATMA5a61180	FR(INRA)
18912	227541	CATMA5a61210	FR(INRA)
18913	227530	CATMA5a61290	FR(INRA)
18914	227554	CATMA5a61310	FR(INRA)
18915	227482	CATMA5a61240	FR(INRA)
18916	227506	CATMA5a61270	FR(INRA)
18917	227483	CATMA5a61330	FR(INRA)
18918	227507	CATMA5a61360	FR(INRA)
18919	225816	CATMA1a45450	UK(HRI)
18920	225840	CATMA1a45470	UK(HRI)
18921	225901	CATMA1a49240	UTRECHT
18922	225925	CATMA1a49260	UTRECHT
18923	225853	CATMA1a49180	UTRECHT
18924	225877	CATMA1a49200	UTRECHT
18925	225854	CATMA1a49280	UTRECHT
18926	225878	CATMA1a49370	UTRECHT
18927	226611	CATMA5a13980	MADRID
18928	226635	CATMA5a14000	MADRID
18929	226612	CATMA5a14060	MADRID
18930	226636	CATMA5a14080	MADRID
18931	226659	CATMA5a14020	MADRID
18932	226683	CATMA5a14040	MADRID
18933	226660	CATMA5a14100	MADRID
18934	226696	CATMA5a14130	MADRID
18935	228964	CATMA2a35380	MADRID
18936	228988	CATMA2a35400	MADRID
18937	228977	CATMA2a35480	MADRID
18938	229001	CATMA2a35510	MADRID
18939	228929	CATMA2a35430	MADRID
18940	228953	CATMA2a35450	MADRID
18941	228930	CATMA2a35530	MADRID
18942	228966	CATMA2a35570	MADRID
18943	229271	CATMA4a04010	BERLIN
18944	229295	CATMA4a04090	BERLIN
18945	229284	CATMA4a04310	BERLIN
18946	229297	CATMA3a03200	UK(HRI)
18947	229236	CATMA4a04200	BERLIN
18948	229260	CATMA4a04270	BERLIN
18949	229321	CATMA3a03230	UK(HRI)
18950	229345	CATMA3a03250	UK(HRI)
18951	226888	CATMA5a23390	FR(INRA)
18952	226817	CATMA5a23410	FR(INRA)
18953	226889	CATMA5a23490	FR(INRA)
18954	226818	CATMA5a23510	FR(INRA)
18955	226841	CATMA5a23430	FR(INRA)
18956	226865	CATMA5a23470	FR(INRA)
18957	226842	CATMA5a23530	FR(INRA)
18958	226866	CATMA5a23556	FR(INRA)
18959	227430	CATMA5a56570	BERLIN
18960	227454	CATMA5ctrl29	BERLIN
18961	227431	CATMA5a56640	BERLIN
18962	227455	CATMA5a56660	BERLIN
18963	227383	CATMA5a56610	BERLIN
18964	227407	CATMA5a56620	BERLIN
18965	227384	CATMA5a56680	BERLIN
18966	227420	CATMA5a56720	BERLIN
18967	229440	CATMA3a08560	UTRECHT
18968	229464	CATMA3a08580	UTRECHT
18969	229717	CATMA4a29680	FR(INRA)
18970	229753	CATMA4a29710	FR(INRA)
18971	229488	CATMA3a08600	UTRECHT
18972	229693	CATMA4a29650	FR(INRA)
18973	229682	CATMA4a29750	FR(INRA)
18974	229706	CATMA4a29770	FR(INRA)
18975	230017	CATMA3a16390	MADRID
18976	230041	CATMA3a16410	MADRID
18977	230018	CATMA3a16480	MADRID
18978	230042	CATMA3a16500	MADRID
18979	229970	CATMA3a16430	MADRID
18980	229994	CATMA3a16460	MADRID
18981	229971	CATMA3a16530	MADRID
18982	229995	CATMA3a16550	MADRID
18983	228816	CATMA2a26165	UTRECHT
18984	228829	CATMA2a30140	LAUSANNE
18985	228901	CATMA2a30225	LAUSANNE
18986	228842	CATMA2a30245	LAUSANNE
18987	228853	CATMA2a30160	LAUSANNE
18988	228877	CATMA2a30190	LAUSANNE
18989	228866	CATMA2a30260	LAUSANNE
18990	228902	CATMA2a30320	LAUSANNE
18991	229541	CATMA4a20730	LAUSANNE
18992	229565	CATMA4a20750	LAUSANNE
18993	229542	CATMA4a20840	LAUSANNE
18994	229566	CATMA4a20870	LAUSANNE
18995	229494	CATMA4a20770	LAUSANNE
18996	229518	CATMA4a20810	LAUSANNE
18997	229495	CATMA4a20900	LAUSANNE
18998	229519	CATMA4a20920	LAUSANNE
18999	230468	CATMA3a46720	UTRECHT
19000	230492	CATMA3a46740	UTRECHT
19001	230469	CATMA3a46820	UTRECHT
19002	230493	CATMA3a46850	UTRECHT
19003	230516	CATMA3a46770	UTRECHT
19004	230540	CATMA3a46790	UTRECHT
19005	230517	CATMA3a46870	UTRECHT
19006	230541	CATMA3a46900	UTRECHT
19007	230912	CATMA4a16330	UK(HRI)
19008	230841	CATMA4a16350	UK(HRI)
19009	230913	CATMA4a16490	UK(HRI)
19010	230842	CATMA4a16520	UK(HRI)
19011	230865	CATMA4a16400	UK(HRI)
19012	230889	CATMA4a16470	UK(HRI)
19013	230866	CATMA4a16550	UK(HRI)
19014	230902	CATMA4a16580	UK(HRI)
19015	229795	CATMA3a12450	LAUSANNE
19016	229819	CATMA3a12470	LAUSANNE
19017	229808	CATMA3a12560	LAUSANNE
19018	229832	CATMA3a12603	LAUSANNE
19019	229843	CATMA3a12490	LAUSANNE
19020	229784	CATMA3a12540	LAUSANNE
19021	229856	CATMA3a12610	LAUSANNE
19022	229785	CATMA3a12640	LAUSANNE
19023	230386	CATMA3a42620	UK(HRI)
19024	230410	CATMA3a42640	UK(HRI)
19025	230387	CATMA3a42713	UK(HRI)
19026	230411	CATMA3a42740	UK(HRI)
19027	230434	CATMA3a42680	UK(HRI)
19028	230363	CATMA3a42700	UK(HRI)
19029	230435	CATMA3a42760	UK(HRI)
19030	230364	CATMA3a42780	UK(HRI)
19031	231240	CATMA1a09140	UTRECHT
19032	231264	CATMA1a09150	UTRECHT
19033	231337	CATMA1a12670	LAUSANNE
19034	231373	CATMA1a12700	LAUSANNE
19035	231288	CATMA1a09170	UTRECHT
19036	231312	CATMA1a09190	UTRECHT
19037	231397	CATMA1a12720	LAUSANNE
19038	231326	CATMA1a12750	LAUSANNE
19039	231973	CATMA1a45610	UK(HRI)
19040	231902	CATMA1a45630	UK(HRI)
19041	231974	CATMA1a45710	UK(HRI)
19042	231903	CATMA1a45735	UK(HRI)
19043	231926	CATMA1a45650	UK(HRI)
19044	231950	CATMA1a45670	UK(HRI)
19045	231927	CATMA1a45760	UK(HRI)
19046	231951	CATMA1a45780	UK(HRI)
19047	230965	CATMA4a34020	UTRECHT
19048	230989	CATMA4a34040	UTRECHT
19049	230966	CATMA4a34100	UTRECHT
19050	231002	CATMA4a34140	UTRECHT
19051	231013	CATMA4a34060	UTRECHT
19052	230942	CATMA4a34080	UTRECHT
19053	230943	CATMA4a34170	UTRECHT
19054	230967	CATMA4a34190	UTRECHT
19055	231554	CATMA1a22020	FR(INRA)
19056	231578	CATMA1a22040	FR(INRA)
19057	231567	CATMA1a22130	FR(INRA)
19058	231591	CATMA1a22146	FR(INRA)
19059	231507	CATMA1a22060	FR(INRA)
19060	231543	CATMA1a22110	FR(INRA)
19061	231520	CATMA1a22170	FR(INRA)
19062	231544	CATMA1a22190	FR(INRA)
19063	232327	CATMA1a65500	FR(INRA)
19064	232351	CATMA1a65520	FR(INRA)
19065	232328	CATMA1a65580	FR(INRA)
19066	232352	CATMA1a65600	FR(INRA)
19067	232280	CATMA1a65540	FR(INRA)
19068	232304	CATMA1a65560	FR(INRA)
19069	232281	CATMA1a65650	FR(INRA)
19070	232305	CATMA1a65690	FR(INRA)
19071	232749	CATMA5a11370	LAUSANNE
19072	232678	CATMA5a11390	LAUSANNE
19073	232750	CATMA5a11450	LAUSANNE
19074	232679	CATMA5a11470	LAUSANNE
19075	232702	CATMA5a11410	LAUSANNE
19076	232726	CATMA5a11430	LAUSANNE
19077	232703	CATMA5a11485	LAUSANNE
19078	232727	CATMA5a11500	LAUSANNE
19079	231747	CATMA1a33070	BERLIN
19080	231771	CATMA1a33100	BERLIN
19081	231748	CATMA1a33350	BERLIN
19082	231772	CATMA1a33420	BERLIN
19083	231700	CATMA1a33270	BERLIN
19084	231724	CATMA1a33290	BERLIN
19085	231701	CATMA1a33440	BERLIN
19086	231725	CATMA1a33500	BERLIN
19087	232059	CATMA1a50970	UTRECHT
19088	231988	CATMA1a51000	UTRECHT
19089	232060	CATMA1a51130	UTRECHT
19090	231989	CATMA1a51170	UTRECHT
19091	232012	CATMA1a51070	UTRECHT
19092	232036	CATMA1a51100	UTRECHT
19093	232013	CATMA1a51260	UTRECHT
19094	232037	CATMA1a51300	UTRECHT
19095	233014	CATMA5a25430	FR(INRA)
19096	233038	CATMA5a25460	FR(INRA)
19097	233015	CATMA5a25560	FR(INRA)
19098	233039	CATMA5a25590	FR(INRA)
19099	232967	CATMA5a25490	FR(INRA)
19100	232991	CATMA5a25520	FR(INRA)
19101	232968	CATMA5a25610	FR(INRA)
19102	232992	CATMA5a25630	FR(INRA)
19103	233519	CATMA5a53710	MADRID
19104	233448	CATMA5a53730	MADRID
19105	233520	CATMA5a53790	MADRID
19106	233533	CATMA5a57170	BERLIN
19107	233472	CATMA5a53750	MADRID
19108	233496	CATMA5a53770	MADRID
19109	233557	CATMA5a57190	BERLIN
19110	233581	CATMA5a57210	BERLIN
19111	232432	CATMA1a69510	MAF
19112	232456	CATMA1a69530	MAF
19113	232445	CATMA1a69570	MAF
19114	232374	CATMA1a69590	MAF
19115	232397	CATMA1a69540	MAF
19116	232421	CATMA1a69550	MAF
19117	232398	CATMA1a69610	MAF
19118	232422	CATMA1a69630	MAF
19119	232937	CATMA5a19920	BERLIN
19120	232866	CATMA5a19940	BERLIN
19121	232938	CATMA5a20000	BERLIN
19122	232867	CATMA5a20020	BERLIN
19123	232890	CATMA5a19965	BERLIN
19124	232914	CATMA5a19980	BERLIN
19125	232891	CATMA5a20040	BERLIN
19126	232915	CATMA5a20070	BERLIN
19127	250001	cYIR01	APB
19128	250002	cYIR02	APB
19129	250003	cYIR03	APB
19130	250004	cYIR04	APB
19131	250005	cYIR05	APB
19132	250006	cYIR06	APB
19133	250007	cYIR07	APB
19134	250008	cYIR08	APB
19135	250009	cYIR09	APB
19136	250010	cYIR10	APB
19137	250021	uYIR3	APB
19138	250022	nYIR1	APB
19139	250015	rYIR5	APB
19140	250016	rYIR6	APB
19141	250017	rYIR7	APB
19142	250018	rYIR8	APB
19143	233664	CATMA5a62570	FR(INRA)
19144	233688	CATMA5a62590	FR(INRA)
19145	233712	CATMA5a62610	FR(INRA)
19146			
19147			
19148			
19149			
19150			
19151			
19152			
19153			
19154			
19155			
19156			
19157			
19158			
19159			
19160	210505	CATMA2a31206	MADRID
19161	210529	CATMA2a31218	MADRID
19162	210554	CATMA2a31320	MADRID
19163	210495	CATMA2a31350	MADRID
19164	210494	CATMA2a31280	MADRID
19165	210518	CATMA2a31300	MADRID
19166	210519	CATMA2a31360	MADRID
19167	210555	CATMA2a31410	MADRID
19168	210906	CATMA3a00350	UK(HRI)
19169	210942	CATMA3a00380	UK(HRI)
19170	210943	CATMA3a00460	UK(HRI)
19171	210872	CATMA3a00480	UK(HRI)
19172	210871	CATMA3a00400	UK(HRI)
19173	210895	CATMA3a00420	UK(HRI)
19174	210896	CATMA3a00510	UK(HRI)
19175	210944	CATMA3a00560	UK(HRI)
19176	233181	CATMA5a39980	UK(HRI)
19177	233205	CATMA5a40000	UK(HRI)
19178	233194	CATMA5a40090	UK(HRI)
19179	233159	CATMA5a40150	UK(HRI)
19180	233229	CATMA5a40020	UK(HRI)
19181	233170	CATMA5a40050	UK(HRI)
19182	233183	CATMA5a40250	UK(HRI)
19183	233207	CATMA5a40290	UK(HRI)
19184	210048	CATMA2a01270	MAF
19185	210096	CATMA2a01292	MAF
19186	210157	CATMA2a06840	BERLIN
19187	210181	CATMA2a06870	BERLIN
19188	210109	CATMA2a06780	BERLIN
19189	210133	CATMA2a06820	BERLIN
19190	210110	CATMA2a06890	BERLIN
19191	210146	CATMA2a06930	BERLIN
19192	211245	CATMA4a22930	MADRID
19193	211174	CATMA4a22950	MADRID
19194	211163	CATMA4a23050	MADRID
19195	211187	CATMA4a23100	MADRID
19196	211198	CATMA4a22980	MADRID
19197	211234	CATMA4a23020	MADRID
19198	211211	CATMA4a23130	MADRID
19199	211235	CATMA4a23150	MADRID
19200	211427	CATMA3a09720	LAUSANNE
19201	211356	CATMA3a09740	LAUSANNE
19202	211428	CATMA3a09810	LAUSANNE
19203	211549	CATMA3a13010	MADRID
19204	211380	CATMA3a09760	LAUSANNE
19205	211404	CATMA3a09780	LAUSANNE
19206	211573	CATMA3a13030	MADRID
19207	211597	CATMA3a13060	MADRID
19208	210299	CATMA2a22110	UTRECHT
19209	210323	CATMA2a22140	UTRECHT
19210	210324	CATMA2a22260	UTRECHT
19211	210372	CATMA2a22320	UTRECHT
19212	210359	CATMA2a22170	UTRECHT
19213	210383	CATMA2a22200	UTRECHT
19214	210385	CATMA2a26170	LAUSANNE
19215	210421	CATMA2a26230	LAUSANNE
19216	210806	CATMA2a46110	BERLIN
19217	210830	CATMA2a46160	BERLIN
19218	210807	CATMA2a46230	BERLIN
19219	210831	CATMA2a46260	BERLIN
19220	210854	CATMA2a46180	BERLIN
19221	210783	CATMA2a46210	BERLIN
19222	210855	CATMA2a46280	BERLIN
19223	210796	CATMA2a46310	BERLIN
19224	211704	CATMA3a18650	BERLIN
19225	211728	CATMA3a18670	BERLIN
19226	211885	CATMA3a27120	BERLIN
19227	211909	CATMA3a27140	BERLIN
19228	211837	CATMA3a27070	BERLIN
19229	211861	CATMA3a27090	BERLIN
19230	211838	CATMA3a27160	BERLIN
19231	211862	CATMA3a27190	BERLIN
19232	212319	CATMA3a56580	LAUSANNE
19233	212343	CATMA3a56600	LAUSANNE
19234	212320	CATMA3a56660	LAUSANNE
19235	212344	CATMA3a56680	LAUSANNE
19236	212367	CATMA3a56620	LAUSANNE
19237	212391	CATMA3a56640	LAUSANNE
19238	212368	CATMA3a56710	LAUSANNE
19239	212392	CATMA3a56730	LAUSANNE
19240	211493	CATMA4a35510	BERLIN
19241	211517	CATMA4a35530	BERLIN
19242	211506	CATMA4a35710	BERLIN
19243	211530	CATMA4a35730	BERLIN
19244	211446	CATMA4a35550	BERLIN
19245	211470	CATMA4a35660	BERLIN
19246	211459	CATMA4a35760	BERLIN
19247	211483	CATMA4a35780	BERLIN
19248	211998	CATMA3a37920	UK(HRI)
19249	211927	CATMA3a37960	UK(HRI)
19250	212011	CATMA3a38040	UK(HRI)
19251	211940	CATMA3a38070	UK(HRI)
19252	211951	CATMA3a37990	UK(HRI)
19253	211975	CATMA3a38015	UK(HRI)
19254	211964	CATMA3a38110	UK(HRI)
19255	211988	CATMA3a38130	UK(HRI)
19256	212513	CATMA4a30890	UTRECHT
19257	212537	CATMA4a30910	UTRECHT
19258	212514	CATMA4a30990	UTRECHT
19259	212538	CATMA4a31010	UTRECHT
19260	212561	CATMA4a30960	UTRECHT
19261	212585	CATMA4a30980	UTRECHT
19262	212562	CATMA4a31040	UTRECHT
19263	212515	CATMA4a31110	UTRECHT
19264	213139	CATMA1a18910	FR(INRA)
19265	213163	CATMA1a18930	FR(INRA)
19266	213140	CATMA1a19000	FR(INRA)
19267	213164	CATMA1a19020	FR(INRA)
19268	213092	CATMA1a18950	FR(INRA)
19269	213116	CATMA1a18980	FR(INRA)
19270	213093	CATMA1a19045	FR(INRA)
19271	213117	CATMA1a19060	FR(INRA)
19272	212217	CATMA3a52360	MADRID
19273	212241	CATMA3a52390	MADRID
19274	212218	CATMA3a52480	MADRID
19275	212242	CATMA3a52510	MADRID
19276	212265	CATMA3a52440	MADRID
